carat,cut,color,clarity,table,x,y,z,price_new
0.76,Very Good,F,SI2,62,5.93,6.01,3.49,1407.5
0.74,Premium,G,VS1,58,5.79,5.81,3.58,1407.5
0.7,Ideal,H,SI1,56,5.75,5.81,3.49,1407.5
0.7,Ideal,H,SI1,56,5.7,5.76,3.52,1407.5
0.7,Ideal,H,SI1,55,5.73,5.79,3.54,1407.5
0.7,Ideal,H,SI1,56,5.72,5.77,3.53,1407.5
0.9,Fair,J,VS2,56,6.08,6.04,3.94,1407.5
0.95,Fair,F,SI2,60,6.62,6.53,3.68,1407.5
0.89,Premium,H,SI2,59,6.26,6.23,3.76,1407.5
0.72,Premium,E,VS2,58,5.99,5.92,3.47,1407.5
0.96,Fair,E,SI2,63,6.73,6.65,3.55,1407.5
1.02,Premium,G,I1,58,6.55,6.5,3.94,1407.5
0.78,Very Good,I,VVS2,56,5.91,5.95,3.64,1408
0.61,Ideal,G,VVS2,57,5.52,5.54,3.32,1408
0.71,Good,D,VS1,55,5.61,5.69,3.58,1408
0.78,Premium,F,SI1,59,5.96,5.88,3.64,1408
0.87,Ideal,H,SI2,56,6.16,6.13,3.85,1408
0.83,Ideal,H,SI1,55,6.04,6,3.76,1408
0.71,Premium,E,SI1,56,5.78,5.73,3.53,1408.5
0.71,Ideal,I,VVS2,56,5.84,5.89,3.53,1408.5
0.71,Ideal,E,VS2,57,5.66,5.64,3.54,1408.5
0.71,Premium,E,VS2,58,5.69,5.65,3.53,1408.5
0.63,Ideal,F,VVS2,56,5.48,5.52,3.38,1408.5
0.71,Premium,E,SI1,59,5.86,5.83,3.46,1408.5
0.71,Premium,E,SI1,59,5.75,5.7,3.54,1408.5
0.71,Ideal,E,SI1,55,5.77,5.72,3.52,1408.5
0.71,Premium,E,SI1,58,5.77,5.73,3.53,1408.5
0.9,Ideal,J,VS2,55,6.2,6.16,3.88,1408.5
0.71,Good,E,SI1,64,5.6,5.54,3.5,1408.5
0.7,Premium,E,VS2,61,5.66,5.63,3.52,1409
0.7,Premium,E,VS2,60,5.78,5.73,3.41,1409
0.7,Premium,E,VS2,60,5.64,5.6,3.54,1409
1,Premium,H,I1,60,6.43,6.39,3.93,1409
0.86,Premium,F,SI2,62,6.36,6.22,3.73,1409
0.8,Ideal,H,SI1,57,6.07,6,3.68,1409
0.7,Ideal,E,VS1,57,5.66,5.61,3.54,1409
0.7,Premium,E,VS1,57,5.91,5.83,3.5,1409
0.7,Premium,F,VS2,60,5.69,5.64,3.5,1409
0.7,Premium,E,VS1,57,5.68,5.64,3.55,1409
1,Fair,H,SI2,62,6.34,6.12,4.08,1409
0.72,Very Good,G,VS1,58,5.64,5.68,3.61,1409.5
0.72,Ideal,H,VS1,56,5.73,5.77,3.58,1409.5
0.7,Good,F,VS1,63,5.76,5.79,3.45,1409.5
0.86,Good,F,SI2,60,5.97,5.95,3.83,1409.5
0.71,Ideal,G,VS1,58,5.66,5.69,3.57,1410
0.75,Ideal,E,SI1,57,5.8,5.78,3.59,1410.5
0.73,Premium,E,VS2,59,5.77,5.73,3.54,1410.5
0.53,Ideal,E,VVS1,55,5.2,5.21,3.22,1410.5
0.73,Premium,E,SI1,58,5.83,5.76,3.55,1410.5
0.73,Good,E,SI1,57,5.72,5.7,3.63,1410.5
0.73,Premium,E,SI1,61,5.92,5.85,3.51,1410.5
0.73,Premium,E,SI1,59,5.77,5.68,3.56,1410.5
0.73,Premium,D,SI1,55,5.84,5.82,3.6,1410.5
0.73,Very Good,E,SI1,58,5.76,5.7,3.62,1410.5
0.7,Premium,E,VS1,60,5.74,5.71,3.48,1411
0.72,Premium,E,VS2,59,5.84,5.8,3.51,1411
0.72,Premium,E,VS2,60,5.8,5.76,3.52,1411
0.72,Premium,E,VS2,59,5.77,5.7,3.58,1411
0.7,Premium,E,VS2,60,5.73,5.7,3.44,1411
0.6,Ideal,F,VVS2,55,5.37,5.4,3.34,1411
0.74,Ideal,I,VVS1,57,5.85,5.89,3.57,1411
0.73,Ideal,F,SI1,55,5.75,5.78,3.58,1411
0.71,Premium,D,SI1,60,5.71,5.67,3.57,1411
0.71,Premium,D,SI1,58,5.75,5.73,3.52,1411
0.7,Premium,D,SI1,60,5.82,5.75,3.48,1411
0.7,Ideal,D,SI1,56,5.75,5.72,3.48,1411
0.9,Good,J,VS2,61,6.04,6.03,3.86,1411
0.71,Ideal,D,SI1,56,5.86,5.83,3.52,1411
0.7,Premium,E,VS2,59,5.73,5.68,3.51,1411
0.7,Premium,E,VS2,56,5.71,5.66,3.56,1411
,Ideal,D,SI1,58,5.82,5.77,3.46,1411
0.7,Good,E,SI1,64,5.71,5.66,3.49,1411
0.7,Ideal,D,SI1,,5.62,5.59,3.51,1411
0.7,Ideal,D,SI1,56,5.73,5.63,3.51,1411
0.7,Premium,E,VS2,62,5.72,5.68,3.46,1411
0.7,Premium,F,VS2,58,5.8,5.72,3.49,1411
0.7,Ideal,D,SI1,54,5.75,5.71,3.52,1411
0.79,Very Good,D,SI2,59,5.86,5.9,3.69,1411.5
0.9,Good,I,SI1,57,6.06,6.13,3.89,1411.5
0.71,Premium,E,VS2,58,5.71,5.66,3.54,1411.5
0.61,Ideal,E,VVS2,54,5.51,5.59,3.4,1411.5
0.9,Fair,H,SI2,54,6.05,5.98,3.96,1411.5
0.71,Ideal,E,SI1,56,5.77,5.73,3.47,1411.5
0.71,Premium,D,VS2,59,5.74,5.69,3.5,1412
0.77,Ideal,I,VVS2,57,5.84,5.86,3.63,1412
0.74,Good,E,VS1,58,5.73,5.75,3.62,1412
0.82,Ideal,F,SI2,54,6.02,5.97,3.74,1412
0.82,Premium,E,SI2,60,6.05,6.03,3.67,1412
0.71,Premium,G,VS1,59,5.73,5.66,3.54,1412.5
0.83,Premium,H,SI1,59,6.08,6.05,3.64,1412.5
0.73,Very Good,G,VS1,57,5.75,5.8,3.58,1412.5
0.83,Premium,H,SI1,59,6.02,5.95,3.74,1412.5
1.17,Premium,J,I1,61,6.9,6.83,4.13,1412.5
0.91,Fair,H,SI2,67,6.24,6.19,3.81,1412.5
0.73,Premium,E,VS1,60,5.75,5.68,3.58,1413
0.7,Good,E,VS1,59,5.94,5.88,3.38,1413
0.9,Premium,I,SI2,59,6.11,6.07,3.79,1413
0.7,Premium,E,VS1,58,5.66,5.6,3.5,1413
0.7,Very Good,D,VS2,56,5.6,5.58,3.54,1413
0.7,Premium,E,VS1,61,5.78,5.74,3.42,1413
0.9,Very Good,I,SI2,56,6.17,6.07,3.88,1413
0.78,Premium,F,SI1,60,5.97,5.94,3.62,1413
0.96,Ideal,F,I1,55,6.41,6.37,3.88,1413
0.7,Very Good,D,SI1,59,5.67,5.7,3.54,1413.5
0.72,Good,D,VS2,54,5.68,5.7,3.64,1413.5
0.79,Premium,H,VVS2,58,5.96,5.9,3.71,1413.5
0.7,Ideal,H,VVS1,57,5.69,5.74,3.52,1413.5
0.7,Ideal,H,VVS1,55,5.66,5.7,3.54,1413.5
0.7,Ideal,D,SI2,57,5.74,5.77,3.49,1414
1.01,Premium,H,SI2,61,6.39,6.31,3.91,1414
0.72,Premium,F,VS1,58,5.75,5.7,3.56,1414.5
0.8,Good,E,SI2,54,5.91,5.87,3.75,1414.5
0.59,Ideal,E,VVS1,56,5.36,5.38,3.33,1414.5
0.72,Ideal,F,VS1,57,5.77,5.74,3.55,1414.5
0.75,Premium,E,SI2,57,5.88,5.82,3.62,1414.5
0.8,Premium,E,SI2,57,6.05,6.01,3.63,1414.5
0.71,Very Good,E,VS2,59,5.65,5.7,3.56,1415
0.77,Very Good,H,SI1,56,5.84,5.89,3.62,1415
0.97,Ideal,F,I1,56,6.41,6.43,3.9,1415
0.53,Ideal,F,VVS1,57,5.23,5.29,3.19,1415
0.53,Ideal,F,VVS1,57,5.16,5.19,3.2,1415
0.8,Ideal,I,VS2,54.4,5.94,5.99,3.7,1415
0.9,Premium,G,SI1,62,6.21,6.13,3.74,1415
0.76,Very Good,E,SI2,60,5.89,5.98,3.61,1415.5
0.72,Ideal,E,SI1,57,5.7,5.76,3.57,1415.5
0.75,Ideal,E,SI1,57,5.82,5.87,3.59,1415.5
0.72,Premium,E,SI1,58,5.73,5.76,3.57,1415.5
0.79,Ideal,G,SI1,56,5.93,5.91,3.66,1415.5
0.72,Very Good,F,VS2,58,5.71,5.75,3.58,1416
0.91,Very Good,I,SI2,61,6.15,6.18,3.87,1416
0.71,Premium,G,VVS2,57,5.75,5.65,3.54,1416
0.81,Premium,G,SI1,60,5.87,5.81,3.68,1416
0.82,Ideal,H,SI1,57,5.91,5.97,3.71,1416
0.71,Premium,F,VS1,58,5.72,5.66,3.54,1416
0.9,Good,J,SI1,63,6.05,6.01,3.88,1416
0.8,Very Good,I,VS2,58,5.86,5.95,3.66,1416.5
0.56,Very Good,E,IF,59,5.28,5.34,3.24,1416.5
0.7,Very Good,D,VS2,61,5.77,5.8,3.45,1416.5
0.7,Ideal,D,VS2,,5.74,5.76,3.51,1416.5
0.61,Ideal,F,VVS2,55,5.45,5.48,3.37,1416.5
0.85,Ideal,H,SI2,57,6.02,6.07,3.78,1416.5
0.7,Ideal,F,SI1,,5.73,5.75,3.49,1416.5
0.8,Ideal,G,VS2,56,5.94,5.87,3.67,1417
0.8,Ideal,H,VS2,57,5.91,5.87,3.7,1417
0.51,Very Good,D,VVS1,58,5.16,5.19,3.1,1417
0.53,Ideal,F,VVS1,57,5.2,5.23,3.2,1417
0.78,Ideal,I,VS2,55,5.92,5.95,3.67,1417
0.9,Very Good,J,SI1,54,6.17,6.14,3.9,1417
0.9,Fair,G,SI2,59,6.07,6,3.94,1417
0.77,Ideal,E,SI2,55,6.01,5.95,3.63,1417
0.73,Ideal,F,VS1,56,5.89,5.81,3.58,1417.5
0.63,Ideal,F,VVS2,57,5.47,5.51,3.4,1417.5
0.7,Ideal,E,VS2,54,5.7,5.75,3.52,1417.5
0.72,Ideal,E,VS2,57,5.71,5.73,3.59,1417.5
0.72,Ideal,E,SI1,57,5.78,5.8,3.53,1417.5
0.75,Premium,F,VS2,59,6.04,5.94,3.57,1417.5
0.82,Very Good,H,SI1,56,6.04,6.06,3.67,1418
0.71,Good,E,VS2,60,5.6,5.65,3.53,1418
0.7,Premium,E,VS1,59,5.69,5.66,3.55,1418.5
0.7,Ideal,E,VS1,56,5.74,5.69,3.53,1418.5
0.71,Ideal,F,SI1,53,5.86,5.82,3.49,1419
0.76,Very Good,H,SI1,55,5.92,5.94,3.61,1419
0.82,Fair,F,SI1,58,5.83,5.79,3.77,1419
0.72,Premium,F,VS1,60,5.91,5.89,3.47,1419
0.7,Premium,F,VS2,58,5.72,5.64,3.54,1419
0.7,Premium,F,VS2,58,5.69,5.63,3.49,1419
0.7,Premium,G,VS1,55,5.73,5.64,3.56,1419
0.7,Premium,F,VS2,61,5.83,5.79,3.45,1419
0.7,Very Good,E,SI1,59,5.53,5.49,3.5,1419
0.7,Premium,F,VS2,61,5.71,5.66,3.46,1419
0.7,Premium,F,VS2,58,5.85,5.75,3.45,1419
0.7,Premium,G,VS1,60,5.64,5.57,3.53,1419
0.74,Very Good,E,SI1,57,5.85,5.89,3.52,1419.5
0.71,Ideal,F,VS1,57,5.74,5.71,3.52,1419.5
,Ideal,F,VS1,54,5.75,5.72,3.53,1419.5
0.71,Ideal,F,VS1,55,5.82,5.68,3.57,1419.5
0.71,Premium,F,VS1,61,5.84,5.81,3.44,1419.5
0.71,Premium,F,VS1,60,5.82,5.8,3.43,1419.5
0.71,Premium,F,VS1,58,5.75,5.72,3.47,1419.5
0.7,Ideal,F,VS1,53,5.73,5.71,3.57,1419.5
0.73,Ideal,G,VS2,54,5.8,5.82,3.59,1419.5
0.7,Ideal,E,VS2,54,5.69,5.72,3.54,1419.5
0.7,Ideal,G,VS1,57,5.71,5.74,3.51,1419.5
0.71,Premium,G,VVS2,58,5.82,5.78,3.5,1419.5
0.71,Premium,F,VS1,58,5.87,5.82,3.46,1419.5
0.79,Premium,G,VS2,62,6.09,6.01,3.59,1419.5
0.71,Premium,F,VS1,59,5.7,5.62,3.55,1419.5
0.77,Very Good,H,VS1,60,5.9,5.87,3.59,1420
0.75,Very Good,F,SI2,56,5.85,5.92,3.52,1420
0.7,Ideal,F,SI1,56,5.75,5.8,3.52,1420
0.71,Premium,F,VS2,56,5.88,5.82,3.47,1420
0.92,Ideal,D,SI2,56,6.27,6.2,3.86,1420
0.83,Premium,F,SI2,59,6.08,6.04,3.72,1420
0.7,Premium,H,VVS1,60,5.87,5.78,3.45,1420
0.73,Premium,F,VS2,59,5.9,5.87,3.55,1420.5
0.71,Very Good,D,VS1,55,5.69,5.61,3.58,1420.5
0.73,Very Good,D,SI1,57,5.66,5.71,3.63,1420.5
0.82,Ideal,F,SI2,53,6,6.12,3.74,1420.5
0.82,Ideal,F,SI2,56,5.96,6.02,3.73,1420.5
0.82,Very Good,F,SI2,57,6.12,6.14,3.66,1420.5
0.52,Ideal,F,VVS1,56,5.19,5.21,3.18,1420.5
1,Premium,F,I1,60,6.6,6.55,3.87,1420.5
0.95,Fair,G,SI1,56,6.16,6.03,4.06,1420.5
0.73,Ideal,D,SI1,57,5.76,5.8,3.55,1420.5
0.73,Premium,F,VS2,59,5.87,5.77,3.5,1420.5
0.73,Premium,G,VS1,58,5.82,5.77,3.56,1420.5
0.8,Ideal,I,VS1,54,5.92,5.96,3.72,1421
0.7,Premium,F,VS2,61,5.8,5.72,3.38,1421
0.7,Very Good,E,VS2,62,5.71,5.75,3.45,1421.5
0.7,Very Good,E,VS2,58,5.65,5.67,3.55,1421.5
0.71,Very Good,E,VS2,58,5.76,5.82,3.44,1421.5
0.81,Very Good,F,SI2,58,5.91,5.92,3.74,1421.5
0.71,Very Good,D,SI1,58,5.73,5.79,3.54,1421.5
0.73,Ideal,G,VVS2,57,5.81,5.84,3.57,1421.5
0.73,Very Good,F,VS1,59,5.73,5.79,3.56,1421.5
0.72,Ideal,E,VS2,57,5.71,5.74,3.55,1421.5
0.81,Ideal,F,SI2,57,5.91,5.95,3.68,1421.5
0.71,Ideal,G,VVS2,57,5.81,5.78,3.52,1421.5
0.73,Very Good,E,SI1,61,5.92,5.96,3.43,1422
0.7,Very Good,E,VS1,59,5.65,5.68,3.51,1422
1.01,Ideal,I,I1,57,6.45,6.46,3.97,1422
1.01,Good,I,I1,57,6.35,6.39,4.02,1422
0.79,Ideal,H,VS2,57,5.91,5.93,3.7,1422
0.7,Very Good,E,VS2,59,5.65,5.68,3.5,1422.5
0.7,Very Good,E,VS2,60,5.83,5.85,3.44,1422.5
0.8,Good,H,VS2,60,5.92,5.82,3.72,1422.5
1.27,Premium,H,SI2,61,7.12,7.05,4.2,1422.5
0.79,Ideal,D,SI1,56,5.96,5.91,3.65,1423
0.72,Very Good,F,VS1,59,5.79,5.84,3.5,1423
0.73,Ideal,H,VVS2,56,5.79,5.84,3.58,1423
1.01,Fair,H,SI2,59,6.3,6.26,4.11,1423
1.01,Good,H,I1,61,6.25,6.18,3.99,1423
0.73,Ideal,E,SI1,59,5.92,5.95,3.51,1423
0.7,Ideal,E,SI1,57,5.71,5.76,3.53,1423
0.7,Good,F,VS2,61,5.76,5.84,3.43,1423
0.77,Premium,E,SI1,59,5.84,5.79,3.66,1423
0.77,Premium,G,VS2,60,5.91,5.81,3.59,1423
0.77,Premium,G,VS1,58,5.94,5.89,3.63,1423
0.84,Very Good,H,SI1,57,6.1,6.12,3.74,1423.5
0.72,Ideal,E,SI1,57,5.83,5.85,3.52,1423.5
0.76,Premium,D,SI1,59,5.93,5.88,3.61,1423.5
0.7,Very Good,G,VVS2,59,5.61,5.68,3.55,1424
0.54,Ideal,D,VVS2,55,5.25,5.29,3.24,1424
0.75,Fair,D,SI2,57,5.74,5.72,3.7,1424
0.79,Good,E,SI1,54,5.86,5.84,3.75,1424.5
0.74,Very Good,E,VS1,58,5.75,5.73,3.62,1424.5
0.7,Very Good,E,VS2,60,5.74,5.77,3.51,1425
0.7,Ideal,F,VS2,59,5.69,5.79,3.49,1425
0.75,Ideal,J,SI1,56,5.83,5.87,3.6,1425
1.2,Very Good,H,I1,60,6.75,6.67,4.23,1425
0.8,Very Good,F,SI1,57,5.89,5.82,3.71,1425.5
0.66,Ideal,D,VS1,56,5.54,5.57,3.45,1425.5
0.87,Very Good,F,SI2,63,6.22,6.07,3.75,1425.5
0.86,Premium,H,SI1,59,6.04,5.98,3.77,1425.5
0.74,Ideal,F,SI1,57,5.85,5.81,3.56,1425.5
0.58,Very Good,E,IF,59,5.37,5.43,3.27,1426
0.78,Ideal,I,VS1,57,5.88,5.92,3.63,1426
0.74,Ideal,G,SI1,55,5.85,5.86,3.59,1426
0.73,Ideal,E,SI1,55,5.7,5.79,3.6,1426
0.91,Very Good,I,SI1,57,6.12,6.07,3.87,1426
0.71,Premium,F,VS2,58,5.67,5.7,3.56,1426.5
0.71,Good,G,VS1,55,5.64,5.66,3.59,1426.5
0.79,Ideal,D,SI2,57,5.9,5.85,3.69,1426.5
0.79,Premium,D,SI2,60,6.07,6.03,3.63,1426.5
0.71,Premium,E,SI1,58,5.73,5.66,3.57,1426.5
0.82,Premium,I,VS1,58,5.99,5.97,3.7,1426.5
0.78,Very Good,H,VS1,57.1,5.87,5.95,3.66,1427
0.7,Very Good,E,VS1,56,5.64,5.7,3.54,1427
1.12,Premium,H,I1,61,6.78,6.75,4,1427
0.73,Premium,E,VS2,57,5.86,5.76,3.6,1427
0.91,Fair,J,VS2,62,6.06,6.03,3.89,1427
0.91,Fair,J,VS2,60,6.04,6,3.94,1427
0.91,Good,J,VS2,58,6.12,6.09,3.92,1427
0.91,Fair,H,SI1,58,6.04,6.01,3.96,1427
0.7,Premium,E,VS1,59,5.91,5.83,3.43,1427
0.68,Premium,F,VVS2,57,5.67,5.64,3.49,1427
0.73,Very Good,F,VS2,57,5.7,5.75,3.58,1427.5
1.03,Good,J,SI1,57,6.38,6.29,4.03,1427.5
0.74,Premium,D,VS2,57,5.8,5.74,3.6,1427.5
0.98,Fair,E,SI2,67,6.82,6.74,3.61,1427.5
1.02,Fair,I,SI1,63,6.84,6.77,3.66,1428
1,Fair,G,SI2,61,5.96,5.9,4.02,1428
1.02,Ideal,H,SI2,55,6.49,6.43,3.98,1428
0.6,Ideal,F,VVS2,57,5.44,5.49,3.32,1428
0.8,Ideal,G,SI2,56,5.97,6.01,3.69,1428
0.97,Ideal,F,I1,56,6.43,6.41,3.9,1428
1,Fair,I,SI1,62,6.19,6.03,4.15,1428
0.26,Ideal,E,VS1,57,4.05,4.08,2.53,278
0.26,Ideal,E,VS1,56,4.09,4.12,2.55,278
0.36,Ideal,H,SI1,55,4.57,4.59,2.83,278
0.34,Good,G,VS2,61,4.6,4.66,2.66,278
0.34,Good,E,SI1,57,4.44,4.47,2.82,278
0.34,Good,E,SI1,55,4.44,4.47,2.83,278
0.34,Good,E,SI1,55,4.44,4.46,2.82,278
0.34,Very Good,G,VS2,62,4.54,4.56,2.71,278
0.34,Ideal,E,SI1,54,4.47,4.5,2.79,278
0.32,Good,E,VS2,54,4.34,4.37,2.79,278
0.31,Ideal,I,VVS1,55,4.36,4.41,2.7,278.5
0.31,Ideal,I,VVS1,56,4.36,4.38,2.68,278.5
0.31,Ideal,I,VVS1,54,4.37,4.4,2.73,278.5
0.31,Ideal,I,VVS1,54,4.37,4.4,2.72,278.5
0.31,Ideal,I,VVS1,53,4.33,4.35,2.72,278.5
0.31,Ideal,I,VVS1,53,4.36,4.38,2.72,278.5
0.31,Ideal,G,VS2,53.6,4.32,4.35,2.7,278.5
0.31,Ideal,H,VS1,54.8,4.35,4.37,2.69,278.5
0.31,Ideal,H,VS1,54.2,4.33,4.37,2.69,278.5
0.33,Premium,G,SI2,59,4.52,4.5,2.68,278.5
0.33,Premium,F,SI2,58,4.43,4.4,2.75,278.5
0.33,Premium,G,SI2,58,4.42,4.4,2.76,278.5
0.33,Ideal,G,SI2,56,4.45,4.41,2.74,278.5
0.33,Premium,F,SI2,58,4.42,4.4,2.78,278.5
0.33,Premium,J,VS1,58,4.41,4.38,2.76,278.5
0.33,Premium,J,VS1,61,4.46,4.39,2.72,278.5
0.33,Ideal,J,VS1,55,4.44,4.41,2.75,278.5
0.33,Ideal,I,SI1,57,4.39,4.37,2.76,278.5
0.33,Good,I,SI1,53,4.43,4.4,2.81,278.5
0.33,Premium,I,SI1,59,4.54,4.5,2.73,278.5
1,Fair,H,SI2,56,6.21,5.97,4.04,1428
0.77,Premium,F,SI1,59,5.92,5.86,3.58,1428
0.77,Premium,F,SI1,58,5.94,5.9,3.61,1428
0.7,Good,E,VVS2,63,5.68,5.71,3.42,1428.5
0.9,Very Good,G,SI2,58,6.08,6.02,3.82,1428.5
0.72,Ideal,E,SI1,57,5.76,5.7,3.57,1428.5
0.9,Premium,I,VS2,59,6.2,6.14,3.82,1428.5
0.72,Premium,E,SI1,58,5.76,5.73,3.57,1428.5
0.7,Ideal,G,VVS2,56,5.63,5.71,3.52,1429
0.81,Very Good,F,SI1,57,6.02,6.05,3.7,1429
0.81,Very Good,F,SI1,57,6,6.05,3.72,1429
0.71,Premium,E,VS2,60,5.76,5.69,3.49,1429
0.7,Premium,E,VS2,59,5.73,5.7,3.51,1429
0.71,Premium,E,VS2,60,5.76,5.68,3.52,1429
0.71,Very Good,E,VS2,59,5.68,5.59,3.58,1429
0.92,Premium,J,SI1,58,6.22,6.18,3.9,1429
0.76,Ideal,E,SI1,54,5.88,5.83,3.67,1429
0.73,Ideal,D,SI1,56,5.84,5.8,3.58,1429
0.71,Premium,D,VS2,62,5.74,5.72,3.46,1429
0.7,Good,E,VVS2,62,5.61,5.58,3.56,1429
0.9,Fair,G,SI2,56,6.06,6,3.89,1429
0.71,Fair,D,VS2,65,5.89,5.84,3.34,1429
0.7,Ideal,D,VS2,57,5.76,5.74,3.51,1429.5
0.7,Premium,D,VS2,56,5.72,5.66,3.55,1429.5
0.77,Premium,F,VS1,60,5.91,5.88,3.59,1429.5
0.71,Ideal,G,VS1,56,5.74,5.78,3.54,1429.5
0.7,Premium,D,VS2,61,5.8,5.77,3.45,1429.5
0.75,Fair,F,VS1,70,6.09,5.98,3.37,1429.5
0.83,Premium,E,SI2,60,6.17,6.12,3.64,1429.5
0.71,Very Good,F,VS2,61,5.68,5.73,3.5,1430
0.9,Very Good,J,SI2,58,6.07,6.1,3.87,1430
0.6,Ideal,E,VVS2,54.9,5.41,5.44,3.35,1430
0.71,Premium,D,VS1,57,5.66,5.6,3.54,1430
0.53,Ideal,F,VVS1,57,5.23,5.2,3.2,1430
0.71,Premium,D,SI1,58,5.95,5.78,3.56,1430.5
0.62,Ideal,G,VVS2,56,5.45,5.48,3.37,1430.5
0.62,Ideal,G,VVS2,56,5.48,5.51,3.38,1430.5
0.9,Premium,I,SI1,58,6.09,6.01,3.81,1430.5
0.62,Fair,F,IF,61,5.53,5.56,3.33,1430.5
0.82,Premium,E,SI2,59,6.01,5.98,3.7,1430.5
0.66,Premium,D,VS1,58,5.67,5.57,3.43,1430.5
0.7,Very Good,D,SI1,55,5.67,5.72,3.56,1431
0.8,Very Good,F,SI1,58,5.9,5.92,3.7,1431
0.8,Very Good,D,SI2,59,5.88,5.92,3.69,1431
0.79,Premium,F,SI1,54,5.97,5.91,3.7,1431
0.71,Very Good,F,VVS1,60,5.65,5.61,3.56,1431
0.7,Ideal,H,VS2,57,5.71,5.74,3.5,1431
0.7,Very Good,E,VS2,63,5.73,5.69,3.35,1431
0.79,Premium,H,VS1,60,6.07,5.99,3.64,1431
0.7,Premium,E,VS2,59,5.82,5.77,3.45,1431
1.22,Premium,E,I1,57,6.93,6.88,4.21,1431
1.01,Fair,E,SI2,57,6.21,6.11,4.18,1431
0.73,Premium,E,VS2,61,5.78,5.64,3.59,1431
0.91,Good,I,VS2,58,6.05,6.09,3.9,1431.5
0.71,Ideal,D,SI1,56,5.8,5.77,3.52,1431.5
0.83,Premium,G,SI1,58,6.01,5.97,3.73,1431.5
0.84,Premium,F,SI2,59,6.06,6.01,3.76,1431.5
0.71,Premium,D,SI1,61,5.82,5.75,3.53,1431.5
0.71,Premium,D,SI1,59,5.82,5.8,3.47,1431.5
0.71,Premium,D,SI1,56,5.8,5.68,3.54,1431.5
0.71,Ideal,D,SI1,57,5.75,5.7,3.53,1431.5
0.71,Premium,D,SI1,58,5.79,5.75,3.54,1431.5
0.71,Premium,D,SI1,58,5.79,5.77,3.5,1431.5
0.91,Premium,J,SI1,62,6.4,6.18,3.74,1431.5
0.9,Premium,J,VS2,62,6.24,6.21,3.72,1431.5
0.71,Premium,H,VVS2,62,5.74,5.68,3.51,1431.5
0.71,Premium,E,SI1,61,5.84,5.8,3.44,1431.5
0.72,Ideal,F,VS2,57,5.91,5.86,3.5,1431.5
0.72,Premium,E,SI1,60,5.78,5.74,3.51,1431.5
0.71,Ideal,E,VS2,55,5.79,5.75,3.52,1431.5
0.81,Ideal,E,SI2,57,6.07,6.04,3.65,1432
0.83,Very Good,I,VS2,58,6.05,6.07,3.73,1432.5
0.73,Premium,D,SI1,55,5.87,5.81,3.55,1432.5
0.56,Very Good,D,VVS1,56,5.25,5.3,3.27,1433
0.56,Very Good,D,VVS1,55,5.27,5.31,3.27,1433
0.71,Ideal,E,VS1,55,5.74,5.7,3.56,1433
0.7,Ideal,H,VVS1,58,5.66,5.7,3.54,1433
0.96,Premium,I,SI1,58,6.39,6.3,3.89,1433
0.71,Very Good,H,VVS1,57,5.67,5.69,3.57,1433.5
0.7,Ideal,D,VS2,57,5.68,5.61,3.52,1433.5
0.71,Ideal,H,VVS1,57,5.78,5.81,3.5,1433.5
0.8,Premium,H,VS2,53,6.05,5.98,3.68,1433.5
0.95,Premium,F,SI2,57,6.49,6.41,3.77,1433.5
0.82,Ideal,F,SI2,56,5.99,5.95,3.72,1433.5
0.52,Ideal,F,VVS1,56,5.21,5.19,3.18,1433.5
0.82,Ideal,F,SI2,53,6.12,6,3.74,1433.5
0.82,Ideal,F,SI2,56,6.02,5.96,3.73,1433.5
0.82,Premium,F,SI2,57,6.14,6.12,3.66,1433.5
0.8,Ideal,G,SI1,57,5.96,5.91,3.64,1433.5
0.96,Fair,F,SI2,61,6.07,5.88,4.1,1433.5
0.72,Ideal,I,VS1,55,5.72,5.75,3.58,1434
0.62,Ideal,G,IF,57,5.52,5.56,3.35,1434
0.79,Premium,E,SI2,58,5.96,5.9,3.62,1434
0.75,Very Good,E,SI1,56,5.78,5.7,3.62,1434
1.08,Premium,D,I1,60,6.55,6.48,4.03,1434.5
0.72,Ideal,E,SI1,55,5.77,5.84,3.53,1434.5
0.62,Ideal,G,IF,56,5.43,5.47,3.37,1434.5
0.73,Ideal,G,VVS2,57,5.84,5.81,3.57,1434.5
0.72,Ideal,H,VVS2,57,5.79,5.77,3.52,1434.5
0.52,Premium,F,VVS2,60,5.16,5.13,3.18,1435
0.83,Ideal,E,SI2,57,6,6.05,3.75,1435
0.64,Premium,E,VVS2,58,5.56,5.51,3.44,1435
0.8,Ideal,G,SI1,57,5.94,5.9,3.7,1435
0.74,Ideal,H,SI1,56,5.77,5.83,3.6,1435
0.72,Ideal,F,SI1,56,5.72,5.79,3.54,1435
0.82,Ideal,H,VS2,57,6.12,6.09,3.63,1435
0.73,Premium,E,VS1,59,5.81,5.78,3.55,1435
1.04,Premium,I,I1,61,6.47,6.45,3.98,1435
0.73,Very Good,E,SI1,58,5.76,5.83,3.55,1435.5
0.73,Good,E,SI1,57,5.7,5.72,3.63,1435.5
0.9,Premium,J,SI1,59,6.13,6.03,3.82,1435.5
0.75,Ideal,I,SI1,55,5.83,5.85,3.61,1435.5
0.79,Ideal,G,SI1,55,5.91,5.95,3.71,1435.5
0.7,Good,D,SI1,56.7,5.59,5.62,3.51,1436
